f1_identifier,formula,f1-vdw_rad,efermi,formula2,f2_vdw_rad,efermi-2,f2_identifier,atoms,distance_d,Δn,prompt,completion
mp-1018033,AgRhO2,1.72,5.67,Te2Mo,2.1,4.23,mp-602,106.0,3.82,-1.33,"An interface between AgRhO2 (Fermi level: 5.67 meV) and Te2Mo (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.82 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.2852
mp-5427,Mg2P2O7,1.8,5.67,MoS2,2.1,4.23,mp-558544,450.0,3.9,-2.7,"An interface between Mg2P2O7 (Fermi level: 5.67 meV) and MoS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.9 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.9933
mp-1102874,Ca3(ClO3)2,2.31,5.67,MoS2,2.1,4.23,mp-1025874,47.0,4.41,-1.53e+03,"An interface between Ca3(ClO3)2 (Fermi level: 5.67 meV) and MoS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.41 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",7.3330
mp-542621,TaSe2,1.9,5.67,Mo2Cl4O,2.1,4.23,mp-690522,465.0,4,-2.11,"An interface between TaSe2 (Fermi level: 5.67 meV) and Mo2Cl4O (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.7467
mp-555704,ReO2F3,1.52,5.67,WS2,1.8,4.23,mp-224,186.0,3.32,-13.7,"An interface between ReO2F3 (Fermi level: 5.67 meV) and WS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.32 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",2.6174
mp-675623,CsClO4,1.75,5.67,ReSe2,1.9,4.23,mp-1102379,348.0,3.65,-2.44,"An interface between CsClO4 (Fermi level: 5.67 meV) and ReSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.65 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.8920
mp-627209,VHO3,2.05,5.67,VS2,2.05,4.23,mp-1013525,248.0,4.1,-2.06,"An interface between VHO3 (Fermi level: 5.67 meV) and VS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.1 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.7227
mp-5427,Mg2P2O7,1.8,5.67,ReSe2,1.9,4.23,mp-1102379,340.0,3.7,-1.49,"An interface between Mg2P2O7 (Fermi level: 5.67 meV) and ReSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.7 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.3988
mp-556777,Li2CO3,1.82,5.67,Te2Mo,2.1,4.23,mp-602,408.0,3.92,-2.07,"An interface between Li2CO3 (Fermi level: 5.67 meV) and Te2Mo (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.92 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.7275
mp-625871,Sr(H2O3)2,2.49,5.67,WS2,1.8,4.23,mp-1025571,423.0,4.29,-0.151,"An interface between Sr(H2O3)2 (Fermi level: 5.67 meV) and WS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.29 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-1.8905
mp-1023935,Te2Mo,2.1,5.67,GdCrO3,2.05,4.23,mp-18331,281.0,4.15,-2.98,"An interface between Te2Mo (Fermi level: 5.67 meV) and GdCrO3 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.15 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.0919
mp-11324,TaSe2,1.9,5.67,CaRhO3,2.31,4.23,mp-1078659,448.0,4.21,-0.0446,"An interface between TaSe2 (Fermi level: 5.67 meV) and CaRhO3 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.21 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-3.1100
mp-1178763,VS2,2.05,5.67,TiAl2O5,2.0,4.23,mp-4930,437.0,4.05,-1.6,"An interface between VS2 (Fermi level: 5.67 meV) and TiAl2O5 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.05 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.4700
mp-776100,Ti5Mn3O16,2.05,5.67,MoS2,2.1,4.23,mp-1238797,174.0,4.15,-3.49,"An interface between Ti5Mn3O16 (Fermi level: 5.67 meV) and MoS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.15 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.2499
mp-849080,VS2,2.05,5.67,Mn2PO5,2.05,4.23,mp-770540,286.0,4.1,-4.86,"An interface between VS2 (Fermi level: 5.67 meV) and Mn2PO5 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.1 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.5810
mp-1874,NbS2,2.2,5.67,Zn2Fe3O8,2.0,4.23,mvc-8049,417.0,4.2,-3.19,"An interface between NbS2 (Fermi level: 5.67 meV) and Zn2Fe3O8 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.2 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.1600
mp-762268,Li3V2O6,2.05,5.67,Te2W,0,4.23,mp-1023926,493.0,2.05,-1.33,"An interface between Li3V2O6 (Fermi level: 5.67 meV) and Te2W (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 2.05 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.2852
mp-755612,DyGaO3,1.87,5.67,Te2Mo,2.1,4.23,mp-1023938,362.0,3.97,-0.852,"An interface between DyGaO3 (Fermi level: 5.67 meV) and Te2Mo (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.97 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-0.1602
mp-767737,Co9Cu3O16,2.0,5.67,TiS2,2.0,4.23,mp-1077021,196.0,4,-0.0445,"An interface between Co9Cu3O16 (Fermi level: 5.67 meV) and TiS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-3.1123
mp-547898,Rb4CO4,3.03,5.67,WS2,1.8,4.23,mp-9813,84.0,4.83,-2.46,"An interface between Rb4CO4 (Fermi level: 5.67 meV) and WS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.83 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.9002
mp-556335,YP5O14,2.3,5.67,Te2Mo,2.1,4.23,mp-602,250.0,4.4,-11,"An interface between YP5O14 (Fermi level: 5.67 meV) and Te2Mo (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.4 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",2.3979
mp-755588,Ho2TeO6,1.52,5.67,TiS2,2.0,4.23,mp-1101258,243.0,3.52,-0.168,"An interface between Ho2TeO6 (Fermi level: 5.67 meV) and TiS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.52 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-1.7838
mp-3800,Yb3Al5O12,1.84,5.67,NbSe2,2.2,4.23,mp-7597,187.0,4.04,-1.69,"An interface between Yb3Al5O12 (Fermi level: 5.67 meV) and NbSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.04 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.5247
mp-556620,P2W2O11,1.8,5.67,MoSe2,2.1,4.23,mp-1025799,468.0,3.9,2.47e+03,"An interface between P2W2O11 (Fermi level: 5.67 meV) and MoSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.9 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",7.8120
mp-867515,NaCoO2,2.27,5.67,TaS2,1.8,4.23,mp-755523,324.0,4.07,-1.53,"An interface between NaCoO2 (Fermi level: 5.67 meV) and TaS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.07 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.4253
mp-849387,Cu6OF11,1.52,5.67,TaSe2,1.9,4.23,mp-8954,486.0,3.42,-2.1,"An interface between Cu6OF11 (Fermi level: 5.67 meV) and TaSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.42 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.7419
mp-849080,VS2,2.05,5.67,InCuO3,1.52,4.23,mp-1224030,404.0,3.57,-3.15,"An interface between VS2 (Fermi level: 5.67 meV) and InCuO3 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.57 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.1474
mp-5040,CaTe2O5,2.31,5.67,PdSe2,1.9,4.23,mp-2418,256.0,4.21,-0.968,"An interface between CaTe2O5 (Fermi level: 5.67 meV) and PdSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.21 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-0.0325
mp-1013526,VS2,2.05,5.67,DyTiO3,2.0,4.23,mp-779599,124.0,4.05,-2.06,"An interface between VS2 (Fermi level: 5.67 meV) and DyTiO3 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.05 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.7227
mp-20352,Ba3In2O6,1.52,5.67,WS2,1.8,4.23,mvc-7053,132.0,3.32,-0.664,"An interface between Ba3In2O6 (Fermi level: 5.67 meV) and WS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.32 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-0.4095
mp-18991,Ba(NiO2)4,1.97,5.67,NbS2,2.2,4.23,mp-966,357.0,4.17,-0.919,"An interface between Ba(NiO2)4 (Fermi level: 5.67 meV) and NbS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.17 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-0.0845
mp-2939,BaTbO3,1.52,5.67,WSe2,1.9,4.23,mp-1821,68.0,3.42,-1.99,"An interface between BaTbO3 (Fermi level: 5.67 meV) and WSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.42 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.6881
mp-1023926,Te2W,0,5.67,MgSiO3,2.1,4.23,mp-3547,396.0,2.1,-3.62,"An interface between Te2W (Fermi level: 5.67 meV) and MgSiO3 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 2.1 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.2865
mp-20376,Ce(BO2)3,1.92,5.67,TaSe2,1.9,4.23,mp-1019276,340.0,3.82,-3.38,"An interface between Ce(BO2)3 (Fermi level: 5.67 meV) and TaSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.82 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.2179
mp-975274,RbNaO3,3.03,5.67,PdSe2,1.9,4.23,mp-2418,432.0,4.93,-3,"An interface between RbNaO3 (Fermi level: 5.67 meV) and PdSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.93 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.0986
mp-768472,Mn2(SO4)3,2.05,5.67,TaSe2,1.9,4.23,mp-501,316.0,3.95,-5.75,"An interface between Mn2(SO4)3 (Fermi level: 5.67 meV) and TaSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.95 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.7492
mp-22693,Te2W,0,5.67,MgSiO3,2.1,4.23,mp-3547,492.0,2.1,-0.101,"An interface between Te2W (Fermi level: 5.67 meV) and MgSiO3 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 2.1 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-2.2926
mp-1023937,WS2,1.8,5.67,Dy2(TeO3)3,1.52,4.23,mp-558224,411.0,3.32,-10.3,"An interface between WS2 (Fermi level: 5.67 meV) and Dy2(TeO3)3 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.32 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",2.3321
mp-7007,NbSe2,2.2,5.67,NaEuO2,2.27,4.23,mp-1101654,189.0,4.47,-3.24,"An interface between NbSe2 (Fermi level: 5.67 meV) and NaEuO2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.47 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.1756
mp-777519,Mn6OF11,2.05,5.67,TaTe2,0,4.23,mp-601823,306.0,2.05,-11.6,"An interface between Mn6OF11 (Fermi level: 5.67 meV) and TaTe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 2.05 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",2.4510
mp-4802,La4Re6O19,1.52,5.67,NbS2,2.2,4.23,mp-1072712,384.0,3.72,-9.95,"An interface between La4Re6O19 (Fermi level: 5.67 meV) and NbS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.72 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",2.2976
mp-3079,CaTa4O11,2.31,5.67,HfSe2,1.9,4.23,mp-985831,363.0,4.21,-0.709,"An interface between CaTa4O11 (Fermi level: 5.67 meV) and HfSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.21 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-0.3439
mp-1080119,K2PtO6,2.75,5.67,VS2,2.05,4.23,mp-1013525,252.0,4.8,-0.252,"An interface between K2PtO6 (Fermi level: 5.67 meV) and VS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.8 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-1.3783
mp-3417,Ca(BO2)2,2.31,5.67,Te2W,0,4.23,mp-1023942,384.0,2.31,-0.659,"An interface between Ca(BO2)2 (Fermi level: 5.67 meV) and Te2W (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 2.31 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-0.4170
mp-7007,NbSe2,2.2,5.67,Zn(FeO2)2,2.0,4.23,mp-34730,195.0,4.2,-3.93,"An interface between NbSe2 (Fermi level: 5.67 meV) and Zn(FeO2)2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.2 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.3686
mp-1182310,Ca(SO5)2,2.31,5.67,TaSe2,1.9,4.23,mp-7926,87.0,4.21,-3.62,"An interface between Ca(SO5)2 (Fermi level: 5.67 meV) and TaSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.21 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.2865
