f1_identifier,formula,f1-vdw_rad,efermi,formula2,f2_vdw_rad,efermi-2,f2_identifier,atoms,distance_d,Δn,prompt,abs_Δn,log(|Δn|),completion
mp-12646,EuNbO4,2.2,5.67,NbS2,2.2,4.23,mp-10033,36.0,4.4,-0.0805,"An interface between EuNbO4 (Fermi level: 5.67 meV) and NbS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.4 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.0805,-2.5194980945576195,-2.519
mp-759721,V6O7F5,2.05,5.67,MoSe2,2.1,4.23,mp-1023934,132.0,4.15,-3.66,"An interface between V6O7F5 (Fermi level: 5.67 meV) and MoSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.15 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",3.66,1.297463147413275,1.297
mp-1018809,MoS2,2.1,5.67,GaBO3,1.92,4.23,mp-1184023,456.0,4.02,-0.461,"An interface between MoS2 (Fermi level: 5.67 meV) and GaBO3 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.02 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.461,-0.7743572359854884,-0.7744
mp-753493,CeU5O12,1.52,5.67,VS2,2.05,4.23,mp-1013525,42.0,3.57,-6.77,"An interface between CeU5O12 (Fermi level: 5.67 meV) and VS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.57 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",6.77,1.912501086924184,1.913
mp-568347,NbSe2,2.2,5.67,TlHgO3,1.52,4.23,mp-1187530,479.0,3.72,-0.473,"An interface between NbSe2 (Fermi level: 5.67 meV) and TlHgO3 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.72 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.473,-0.7486598904902041,-0.7487
mp-558582,In(PO3)3,1.8,5.67,VS2,2.05,4.23,mp-849060,322.0,3.85,-0.806,"An interface between In(PO3)3 (Fermi level: 5.67 meV) and VS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.85 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.806,-0.2156715364755087,-0.2157
mp-756208,Fe6O7F5,2.0,5.67,MoSe2,2.1,4.23,mp-1023934,405.0,4.1,-3.04,"An interface between Fe6O7F5 (Fermi level: 5.67 meV) and MoSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.1 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",3.04,1.1118575154181305,1.112
mp-779846,HoTa3O9,1.52,5.67,TaSe2,1.9,4.23,mp-637232,224.0,3.42,-0.848,"An interface between HoTa3O9 (Fermi level: 5.67 meV) and TaSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.42 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.848,-0.164874643190234,-0.1649
mp-1183540,CaZnO3,2.31,5.67,NbSe2,2.2,4.23,mp-643063,339.0,4.51,-0.556,"An interface between CaZnO3 (Fermi level: 5.67 meV) and NbSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.51 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.556,-0.5869869847315546,-0.587
mp-762,PtS2,1.8,5.67,LuTiO3,2.0,4.23,mp-754231,281.0,3.8,-3.37,"An interface between PtS2 (Fermi level: 5.67 meV) and LuTiO3 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.8 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",3.37,1.2149127443642704,1.215
mp-754808,La2MgO4,1.73,5.67,Te2W,0.0,4.23,mp-1028586,282.0,1.73,-2.32,"An interface between La2MgO4 (Fermi level: 5.67 meV) and Te2W (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 1.73 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",2.32,0.8415671856782185,0.8416
mp-1217915,TaS2,1.8,5.67,Cr4OF11,2.05,4.23,mp-849558,282.0,3.85,-0.446,"An interface between TaS2 (Fermi level: 5.67 meV) and Cr4OF11 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.85 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.446,-0.807436326962073,-0.8074
mp-1025576,Te2Mo,2.1,5.67,Pu2SO2,1.8,4.23,mp-21421,149.0,3.9,-2.41,"An interface between Te2Mo (Fermi level: 5.67 meV) and Pu2SO2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.9 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",2.41,0.8796267475025636,0.8796
mp-27615,U(PO3)4,1.8,5.67,WS2,1.8,4.23,mvc-7053,466.0,3.6,-0.749,"An interface between U(PO3)4 (Fermi level: 5.67 meV) and WS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.6 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.749,-0.2890162954649176,-0.289
mp-1821,WSe2,1.9,5.67,MgVO3,2.05,4.23,mp-1016886,336.0,3.95,-0.837,"An interface between WSe2 (Fermi level: 5.67 meV) and MgVO3 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.95 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.837,-0.1779312084926617,-0.1779
mp-761033,Hf3N2O3,1.55,5.67,ReS2,1.8,4.23,mp-1232344,491.0,3.35,-1.87,"An interface between Hf3N2O3 (Fermi level: 5.67 meV) and ReS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.35 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.87,0.6259384308664954,0.6259
mp-1104833,Cr(ClO2)2,2.05,5.67,VS2,2.05,4.23,mp-1013526,108.0,4.1,-3.94,"An interface between Cr(ClO2)2 (Fermi level: 5.67 meV) and VS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.1 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",3.94,1.3711807233098423,1.371
mp-5540,SrB4O7,2.49,5.67,NbSe2,2.2,4.23,mp-1072113,282.0,4.69,-0.0572,"An interface between SrB4O7 (Fermi level: 5.67 meV) and NbSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.69 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.0572,-2.861201380596385,-2.861
mp-753160,BiOF,1.52,5.67,MoS2,2.1,4.23,mp-1018809,432.0,3.62,-0.188,"An interface between BiOF (Fermi level: 5.67 meV) and MoS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.62 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.188,-1.6713133161521878,-1.671
mp-35236,Ga2NiO4,1.97,5.67,TaS2,1.8,4.23,mp-1984,196.0,3.77,-0.368,"An interface between Ga2NiO4 (Fermi level: 5.67 meV) and TaS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.77 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.368,-0.999672340813206,-0.9997
mp-1184160,Dy2Ge2O5,2.11,5.67,MoS2,2.1,4.23,mp-1018809,381.0,4.21,-0.183,"An interface between Dy2Ge2O5 (Fermi level: 5.67 meV) and MoS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.21 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.183,-1.698269126140716,-1.698
mp-694,VSe2,2.05,5.67,NiMoO3,2.1,4.23,mp-977100,261.0,4.15,-0.462,"An interface between VSe2 (Fermi level: 5.67 meV) and NiMoO3 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.15 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.462,-0.7721903879003982,-0.7722
mp-1023940,MoSe2,2.1,5.67,PrOF,1.52,4.23,mp-769173,66.0,3.62,-1.45,"An interface between MoSe2 (Fermi level: 5.67 meV) and PrOF (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.62 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.45,0.371563556432483,0.3716
mp-1102432,Cu3AsO7,1.85,5.67,NbSe2,2.2,4.23,mp-672271,434.0,4.05,-1.46,"An interface between Cu3AsO7 (Fermi level: 5.67 meV) and NbSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.05 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.46,0.378436435720245,0.3784
mp-510278,GdTiO3,2.0,5.67,TiS2,2.0,4.23,mp-558110,463.0,4.0,-4.83,"An interface between GdTiO3 (Fermi level: 5.67 meV) and TiS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",4.83,1.574846467664481,1.575
mp-1017000,MgZrO3,2.25,5.67,PtS2,1.8,4.23,mp-762,201.0,4.05,-0.307,"An interface between MgZrO3 (Fermi level: 5.67 meV) and PtS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.05 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.307,-1.18090753139494,-1.181
mp-757094,La2HfO5,1.52,5.67,Te2Mo,2.1,4.23,mp-1025576,444.0,3.62,-0.382,"An interface between La2HfO5 (Fermi level: 5.67 meV) and Te2Mo (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.62 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.382,-0.962334670375562,-0.9623
mp-762529,Li2(FeO2)5,2.0,5.67,MoS2,2.1,4.23,mp-1434,303.0,4.1,-2.01,"An interface between Li2(FeO2)5 (Fermi level: 5.67 meV) and MoS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.1 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",2.01,0.6981347220709843,0.6981
mp-1101682,Na5SbO5,2.27,5.67,MoSe2,2.1,4.23,mp-1634,428.0,4.37,-0.815,"An interface between Na5SbO5 (Fermi level: 5.67 meV) and MoSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.37 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.815,-0.2045671657412744,-0.2046
mp-676273,Pr2SbO2,1.52,5.67,Hf3Te2,0.0,4.23,mp-28919,400.0,1.52,-1.63,"An interface between Pr2SbO2 (Fermi level: 5.67 meV) and Hf3Te2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 1.52 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.63,0.4885800148186709,0.4886
mp-990436,ScClO,2.11,5.67,MoSe2,2.1,4.23,mp-1634,354.0,4.21,-0.38,"An interface between ScClO (Fermi level: 5.67 meV) and MoSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.21 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.38,-0.9675840262617056,-0.9676
mp-662567,Nd12Cu6O25,1.52,5.67,NbSe2,2.2,4.23,mp-1072113,494.0,3.72,-1.45,"An interface between Nd12Cu6O25 (Fermi level: 5.67 meV) and NbSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.72 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.45,0.371563556432483,0.3716
mp-1106253,CdCl2O,1.75,5.67,MoS2,2.1,4.23,mp-1023939,394.0,3.85,-0.19,"An interface between CdCl2O (Fermi level: 5.67 meV) and MoS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.85 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.19,-1.6607312068216509,-1.661
mp-990436,ScClO,2.11,5.67,TaS2,1.8,4.23,mp-555037,330.0,3.91,-1.03,"An interface between ScClO (Fermi level: 5.67 meV) and TaS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.91 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.03,0.0295588022415444,0.02956
mp-775805,Zr2N2O,2.25,5.67,TaSe2,1.9,4.23,mp-567724,463.0,4.15,-0.183,"An interface between Zr2N2O (Fermi level: 5.67 meV) and TaSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.15 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.183,-1.698269126140716,-1.698
mp-1023939,MoS2,2.1,5.67,Ba2Ti6O13,2.0,4.23,mp-7733,414.0,4.1,-3.54,"An interface between MoS2 (Fermi level: 5.67 meV) and Ba2Ti6O13 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.1 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",3.54,1.264126727145683,1.264
mp-1181380,K2PbO6,2.75,5.67,ZrSe2,2.25,4.23,mp-2076,462.0,5.0,-1.2,"An interface between K2PbO6 (Fermi level: 5.67 meV) and ZrSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 5 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.2,0.1823215567939546,0.1823
mp-1080119,K2PtO6,2.75,5.67,TaSe2,1.9,4.23,mp-637232,234.0,4.65,-0.364,"An interface between K2PtO6 (Fermi level: 5.67 meV) and TaSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.65 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.364,-1.0106014113453965,-1.011
mp-4525,SrRuO3,2.49,5.67,PdSe2,1.9,4.23,mp-2418,66.0,4.39,-1.37,"An interface between SrRuO3 (Fermi level: 5.67 meV) and PdSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.39 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.37,0.3148107398400336,0.3148
mp-8380,K2Si4O9,2.75,5.67,VS2,2.05,4.23,mp-1013525,54.0,4.8,-0.585,"An interface between K2Si4O9 (Fermi level: 5.67 meV) and VS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.8 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.585,-0.5361434317502807,-0.5361
mp-1191321,NaNb6O16,2.27,5.67,MoSe2,2.1,4.23,mp-1023934,432.0,4.37,-4.35,"An interface between NaNb6O16 (Fermi level: 5.67 meV) and MoSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.37 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",4.35,1.4701758451005926,1.47
mp-677237,Y3U2O10,2.3,5.67,WSe2,1.9,4.23,mp-1023933,210.0,4.2,-5.26,"An interface between Y3U2O10 (Fermi level: 5.67 meV) and WSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.2 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",5.26,1.6601310267496183,1.66
mp-1023936,WSe2,1.9,5.67,SrNdO3,2.49,4.23,mp-1101333,179.0,4.39,-1.18,"An interface between WSe2 (Fermi level: 5.67 meV) and SrNdO3 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.39 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.18,0.1655144384775733,0.1655
mp-1030319,Te2Mo,2.1,5.67,CrCuO3,2.05,4.23,mp-1183696,97.0,4.15,-0.027,"An interface between Te2Mo (Fermi level: 5.67 meV) and CrCuO3 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.15 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.027,-3.611918412977808,-3.612
